id,name,group,section,table_section,sort_order,image,source_sheet,source_row,source_cell,seasons,level,base_time_seconds,base_harvests,base_seed_cost_coins,base_sell_coins,base_stock,base_oil_per_seed,base_yield_per_plot,market_price_flower,sfl_hub_market_price_flower,default_time_seconds,default_seed_cost_coins,default_sell_coins,default_stock,default_yield_per_plot,base_value_source,excel_current,excel_formulas
broccoli,Broccoli,crops,Crops,Medium crops,9,crops/crops/broccoli.png,Informações CropsFrutasGH,12,B12,"[""Autumn""]",Medium,7200,,1.0,1.5,180.0,,1,0.006698,0.0,7200,1.0,1.5,180.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 5814, ""seed_cost_coins"": 1.0, ""sell_coins"": 1.5, ""stock"": 216.0, ""yield_per_plot"": 0.5315789474}","{""time_seconds"": ""=C12*IF(Skills!$B$17=TRUE,Skills!$F$17,1)*IF(Skills!$B$32=TRUE,Skills!$F$32,1)*IF(OR(NFTs!$B$37,NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$37,1)*IF(NFTs!$B$47=TRUE,NFTs!$G$47,1)*IF(NFTs!$B$89=TRUE,NFTs!$G$89,1)*IF(NFTs!$B$88=TRUE,NFTs!$G$88,1)*IF(NFTs!$B$94=TRUE,NFTs!$G$94,1)*(Buds!I21)*IF(Shrine!$B$21=TRUE,Shrine!$H$21,1)"", ""seed_cost_coins"": ""=D12*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=E12*IF(Skills!$B$16=TRUE,Skills!$F$16,1)*IF(Skills!$B$40=TRUE,Skills!$F$40,1)"", ""stock"": ""=F12*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)"", ""yield_per_plot"": ""=(1*IF(Skills!$B$18=TRUE,Skills!$F$18,1)*IF(OR(NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$38,1)*IF(NFTs!$B$84=TRUE,NFTs!$G$84,1)+IF(NFTs!$B$85=TRUE,NFTs!$G$85,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$48=TRUE,NFTs!$G$48,0)+IF(NFTs!$B$49=TRUE,NFTs!$G$49,0)+IF(Skills!$B$34=TRUE,Skills!$F$34,0)+IF(NFTs!$B$45=TRUE,NFTs!$G$45,0)+IF(Skills!$B$45=TRUE,Skills!$G$45,0)+IF(Skills!$B$46=TRUE,Skills!$F$46,0)+IF(NFTs!$B$90=TRUE,NFTs!$G$90,0)+IF(NFTs!$B$87=TRUE,NFTs!$G$87,0)+(Buds!D21)+(Buds!M27)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0))*IF(NFTs!$B$86=TRUE,NFTs!$G$86,1)""}"
soybean,Soybean,crops,Crops,Medium crops,10,crops/crops/soybean.png,Informações CropsFrutasGH,13,B13,"[""Spring"", ""Autumn""]",Medium,10800,,1.5,2.3,180.0,,1,0.002986,0.0,10800,1.5,2.3,180.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 8721, ""seed_cost_coins"": 1.5, ""sell_coins"": 2.3, ""stock"": 216.0, ""yield_per_plot"": 0.5315789474}","{""time_seconds"": ""=C13*IF(Skills!$B$17=TRUE,Skills!$F$17,1)*IF(Skills!$B$32=TRUE,Skills!$F$32,1)*IF(OR(NFTs!$B$37,NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$37,1)*IF(NFTs!$B$47=TRUE,NFTs!$G$47,1)*IF(NFTs!$B$89=TRUE,NFTs!$G$89,1)*IF(NFTs!$B$88=TRUE,NFTs!$G$88,1)*(Buds!I21)*IF(Shrine!$B$21=TRUE,Shrine!$H$21,1)"", ""seed_cost_coins"": ""=D13*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=E13*IF(Skills!$B$16=TRUE,Skills!$F$16,1)*IF(Skills!$B$40=TRUE,Skills!$F$40,1)"", ""stock"": ""=F13*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)"", ""yield_per_plot"": ""=(1*IF(Skills!$B$18=TRUE,Skills!$F$18,1)*IF(OR(NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$38,1)*IF(NFTs!$B$84=TRUE,NFTs!$G$84,1)+IF(NFTs!$B$85=TRUE,NFTs!$G$85,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$48=TRUE,NFTs!$G$48,0)+IF(NFTs!$B$49=TRUE,NFTs!$G$49,0)+IF(Skills!$B$34=TRUE,Skills!$F$34,0)+IF(NFTs!$B$45=TRUE,NFTs!$G$45,0)+IF(Skills!$B$45=TRUE,Skills!$G$45,0)+IF(Skills!$B$46=TRUE,Skills!$F$46,0)+IF(NFTs!$B$64=TRUE,NFTs!$G$64,0)+IF(NFTs!$B$95=TRUE,NFTs!$G$95,0)+IF(NFTs!$B$90=TRUE,NFTs!$G$90,0)+IF(NFTs!$B$87=TRUE,NFTs!$G$87,0)+(Buds!D21)+(Buds!M27)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0))*IF(NFTs!$B$86=TRUE,NFTs!$G$86,1)""}"
beetroot,Beetroot,crops,Crops,Medium crops,11,crops/crops/beetroot.png,Informações CropsFrutasGH,15,B15,"[""Summer"", ""Winter""]",Medium,14400,,2.0,2.8,160.0,,1,0.0062,0.0,14400,2.0,2.8,160.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 11628, ""seed_cost_coins"": 2.0, ""sell_coins"": 2.8, ""stock"": 192.0, ""yield_per_plot"": 0.5315789474}","{""time_seconds"": ""=C15*IF(Skills!$B$17=TRUE,Skills!$F$17,1)*IF(Skills!$B$32=TRUE,Skills!$F$32,1)*IF(OR(NFTs!$B$37,NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$37,1)*IF(NFTs!$B$47=TRUE,NFTs!$G$47,1)*IF(NFTs!$B$89=TRUE,NFTs!$G$89,1)*IF(NFTs!$B$88=TRUE,NFTs!$G$88,1)*(Buds!I21)*IF(Shrine!$B$21=TRUE,Shrine!$H$21,1)"", ""seed_cost_coins"": ""=D15*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=E15*IF(Skills!$B$16=TRUE,Skills!$F$16,1)*IF(Skills!$B$40=TRUE,Skills!$F$40,1)"", ""stock"": ""=F15*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)"", ""yield_per_plot"": ""=(1*IF(Skills!$B$18=TRUE,Skills!$F$18,1)*IF(OR(NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$38,1)*IF(NFTs!$B$84=TRUE,NFTs!$G$84,1)*IF(NFTs!$B$96=TRUE,NFTs!$G$96,1)+IF(NFTs!$B$85=TRUE,NFTs!$G$85,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$48=TRUE,NFTs!$G$48,0)+IF(NFTs!$B$49=TRUE,NFTs!$G$49,0)+IF(Skills!$B$34=TRUE,Skills!$F$34,0)+IF(NFTs!$B$45=TRUE,NFTs!$G$45,0)+IF(Skills!$B$45=TRUE,Skills!$G$45,0)+IF(Skills!$B$46=TRUE,Skills!$F$46,0)+IF(NFTs!$B$90=TRUE,NFTs!$G$90,0)+IF(NFTs!$B$87=TRUE,NFTs!$G$87,0)+(Buds!D21)+(Buds!M27)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0))*IF(NFTs!$B$86=TRUE,NFTs!$G$86,1)""}"
pepper,Pepper,crops,Crops,Medium crops,12,crops/crops/pepper.png,Informações CropsFrutasGH,14,B14,"[""Summer""]",Medium,14400,,2.0,3.0,160.0,,1,0.0065,0.0,14400,2.0,3.0,160.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 8721, ""seed_cost_coins"": 2.0, ""sell_coins"": 3.0, ""stock"": 192.0, ""yield_per_plot"": 0.5315789474}","{""time_seconds"": ""=C14*IF(Skills!$B$17=TRUE,Skills!$F$17,1)*IF(Skills!$B$32=TRUE,Skills!$F$32,1)*IF(OR(NFTs!$B$37,NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$37,1)*IF(NFTs!$B$47=TRUE,NFTs!$G$47,1)*IF(NFTs!$B$89=TRUE,NFTs!$G$89,1)*IF(NFTs!$B$88=TRUE,NFTs!$G$88,1)*IF(NFTs!$B$97=TRUE,NFTs!$G$97,1)*(Buds!I21)*IF(Shrine!$B$21=TRUE,Shrine!$H$21,1)"", ""seed_cost_coins"": ""=D14*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=E14*IF(Skills!$B$16=TRUE,Skills!$F$16,1)*IF(Skills!$B$40=TRUE,Skills!$F$40,1)"", ""stock"": ""=F14*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)"", ""yield_per_plot"": ""=(1*IF(Skills!$B$18=TRUE,Skills!$F$18,1)*IF(OR(NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$38,1)*IF(NFTs!$B$84=TRUE,NFTs!$G$84,1)+IF(NFTs!$B$85=TRUE,NFTs!$G$85,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$48=TRUE,NFTs!$G$48,0)+IF(NFTs!$B$49=TRUE,NFTs!$G$49,0)+IF(Skills!$B$34=TRUE,Skills!$F$34,0)+IF(NFTs!$B$45=TRUE,NFTs!$G$45,0)+IF(Skills!$B$45=TRUE,Skills!$G$45,0)+IF(Skills!$B$46=TRUE,Skills!$F$46,0)+IF(NFTs!$B$90=TRUE,NFTs!$G$90,0)+IF(NFTs!$B$87=TRUE,NFTs!$G$87,0)+(Buds!D21)+(Buds!M27)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0))*IF(NFTs!$B$86=TRUE,NFTs!$G$86,1)""}"
cauliflower,Cauliflower,crops,Crops,Medium crops,13,crops/crops/cauliflower.png,Informações CropsFrutasGH,16,B16,"[""Summer"", ""Winter""]",Medium,28800,,3.0,4.25,160.0,,1,0.0095,0.0,28800,3.0,4.25,160.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 23256, ""seed_cost_coins"": 3.0, ""sell_coins"": 4.25, ""stock"": 192.0, ""yield_per_plot"": 0.5315789474}","{""time_seconds"": ""=C16*IF(Skills!$B$17=TRUE,Skills!$F$17,1)*IF(Skills!$B$32=TRUE,Skills!$F$32,1)*IF(OR(NFTs!$B$37,NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$37,1)*IF(NFTs!$B$47=TRUE,NFTs!$G$47,1)*IF(NFTs!$B$89=TRUE,NFTs!$G$89,1)*IF(NFTs!$B$88=TRUE,NFTs!$G$88,1)*(Buds!I21)*IF(Shrine!$B$21=TRUE,Shrine!$H$21,1)"", ""seed_cost_coins"": ""=D16*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=E16*IF(Skills!$B$16=TRUE,Skills!$F$16,1)*IF(Skills!$B$40=TRUE,Skills!$F$40,1)"", ""stock"": ""=F16*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)"", ""yield_per_plot"": ""=(1*IF(Skills!$B$18=TRUE,Skills!$F$18,1)*IF(OR(NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$38,1)*IF(NFTs!$B$84=TRUE,NFTs!$G$84,1)*IF(NFTs!$B$65=TRUE,NFTs!$G$65,1)+IF(NFTs!$B$85=TRUE,NFTs!$G$85,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$48=TRUE,NFTs!$G$48,0)+IF(NFTs!$B$49=TRUE,NFTs!$G$49,0)+IF(Skills!$B$34=TRUE,Skills!$F$34,0)+IF(NFTs!$B$45=TRUE,NFTs!$G$45,0)+IF(Skills!$B$45=TRUE,Skills!$G$45,0)+IF(Skills!$B$46=TRUE,Skills!$F$46,0)+IF(NFTs!$B$90=TRUE,NFTs!$G$90,0)+IF(NFTs!$B$87=TRUE,NFTs!$G$87,0)+(Buds!D21)+(Buds!M27)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0))*IF(NFTs!$B$86=TRUE,NFTs!$G$86,1)""}"
parsnip,Parsnip,crops,Crops,Medium crops,14,crops/crops/parsnip.png,Informações CropsFrutasGH,17,B17,"[""Winter""]",Medium,43200,,5.0,6.5,120.0,,1,0.0147,0.0,43200,5.0,6.5,120.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 34884, ""seed_cost_coins"": 5.0, ""sell_coins"": 6.5, ""stock"": 144.0, ""yield_per_plot"": 0.5315789474}","{""time_seconds"": ""=C17*IF(Skills!$B$17=TRUE,Skills!$F$17,1)*IF(Skills!$B$32=TRUE,Skills!$F$32,1)*IF(OR(NFTs!$B$37,NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$37,1)*IF(NFTs!$B$47=TRUE,NFTs!$G$47,1)*IF(NFTs!$B$66=TRUE,NFTs!$G$66,1)*IF(NFTs!$B$89=TRUE,NFTs!$G$89,1)*IF(NFTs!$B$88=TRUE,NFTs!$G$88,1)*(Buds!I21)*IF(Shrine!$B$21=TRUE,Shrine!$H$21,1)"", ""seed_cost_coins"": ""=D17*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=E17*IF(Skills!$B$16=TRUE,Skills!$F$16,1)*IF(Skills!$B$40=TRUE,Skills!$F$40,1)"", ""stock"": ""=F17*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)"", ""yield_per_plot"": ""=(1*IF(Skills!$B$18=TRUE,Skills!$F$18,1)*IF(OR(NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$38,1)*IF(NFTs!$B$84=TRUE,NFTs!$G$84,1)*IF(NFTs!$B$98=TRUE,NFTs!$G$98,1)+IF(NFTs!$B$85=TRUE,NFTs!$G$85,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$48=TRUE,NFTs!$G$48,0)+IF(NFTs!$B$49=TRUE,NFTs!$G$49,0)+IF(Skills!$B$34=TRUE,Skills!$F$34,0)+IF(NFTs!$B$45=TRUE,NFTs!$G$45,0)+IF(Skills!$B$45=TRUE,Skills!$G$45,0)+IF(Skills!$B$46=TRUE,Skills!$F$46,0)+IF(NFTs!$B$90=TRUE,NFTs!$G$90,0)+IF(NFTs!$B$87=TRUE,NFTs!$G$87,0)+(Buds!D21)+(Buds!M27)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0))*IF(NFTs!$B$86=TRUE,NFTs!$G$86,1)""}"
eggplant,Eggplant,crops,Crops,Advanced crops,15,crops/crops/eggplant.png,Informações CropsFrutasGH,19,B19,"[""Summer""]",Advanced,57600,,6.0,8.0,100.0,,1,0.010259,0.0,57600,6.0,8.0,100.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 31395, ""seed_cost_coins"": 6.0, ""sell_coins"": 8.0, ""stock"": 120.0, ""yield_per_plot"": 2.657894737}","{""time_seconds"": ""=C19*IF(Skills!$B$17=TRUE,Skills!$F$17,1)*IF(Skills!$B$32=TRUE,Skills!$F$32,1)*IF(OR(NFTs!$B$37,NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$37,1)*IF(NFTs!$B$47=TRUE,NFTs!$G$47,1)*IF(Skills!$B$39=TRUE,Skills!$F$39,1)*IF(NFTs!$B$68=TRUE,NFTs!$G$68,1)*IF(NFTs!$B$89=TRUE,NFTs!$G$89,1)*IF(NFTs!$B$88=TRUE,NFTs!$G$88,1)*(Buds!I21)*IF(Shrine!$B$21=TRUE,Shrine!$H$21,1)"", ""seed_cost_coins"": ""=D19*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=E19*IF(Skills!$B$16=TRUE,Skills!$F$16,1)*IF(Skills!$B$40=TRUE,Skills!$F$40,1)"", ""stock"": ""=F19*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)"", ""yield_per_plot"": ""=(1*IF(Skills!$B$18=TRUE,Skills!$F$18,1)*IF(OR(NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$38,1)*IF(NFTs!$B$84=TRUE,NFTs!$G$84,1)+IF(NFTs!$B$85=TRUE,NFTs!$G$85,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$48=TRUE,NFTs!$G$48,0)+IF(NFTs!$B$49=TRUE,NFTs!$G$49,0)+IF(Skills!$B$36=TRUE,Skills!$F$36,0)+IF(NFTs!$B$46=TRUE,NFTs!$G$46,0)+IF(Skills!$B$45=TRUE,Skills!$F$45,0)+IF(Skills!$B$46=TRUE,Skills!$G$46,0)+IF(NFTs!$B$67=TRUE,NFTs!$G$67,0)+IF(NFTs!$B$69=TRUE,NFTs!$G$69,0)+IF(NFTs!$B$99=TRUE,NFTs!$G$99,0)+IF(NFTs!$B$90=TRUE,NFTs!$G$90,0)+IF(NFTs!$B$87=TRUE,NFTs!$G$87,0)+(Buds!F21)+(Buds!O27)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0))*IF(NFTs!$B$86=TRUE,NFTs!$G$86,1)""}"
corn,Corn,crops,Crops,Advanced crops,16,crops/crops/corn.png,Informações CropsFrutasGH,20,B20,"[""Spring""]",Advanced,72000,,7.0,9.0,100.0,,1,0.015491,0.0,72000,7.0,9.0,100.0,1,SFL Hub recursos.js.descarga from uploaded Nueva carpeta (2).zip,"{""time_seconds"": 52326, ""seed_cost_coins"": 7.0, ""sell_coins"": 9.0, ""stock"": 120.0, ""yield_per_plot"": 2.457894737}","{""time_seconds"": ""=C20*IF(Skills!$B$17=TRUE,Skills!$F$17,1)*IF(Skills!$B$32=TRUE,Skills!$F$32,1)*IF(OR(NFTs!$B$37,NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$37,1)*IF(NFTs!$B$47=TRUE,NFTs!$G$47,1)*IF(Skills!$B$39=TRUE,Skills!$F$39,1)*IF(NFTs!$B$72=TRUE,NFTs!$G$72,1)*IF(NFTs!$B$89=TRUE,NFTs!$G$89,1)*IF(NFTs!$B$88=TRUE,NFTs!$G$88,1)*(Buds!I21)*IF(Shrine!$B$21=TRUE,Shrine!$H$21,1)"", ""seed_cost_coins"": ""=D20*IF(NFTs!$B$39=TRUE,NFTs!$G$39,1)*IF(Skills!$B$26=TRUE,Skills!$F$26,1)"", ""sell_coins"": ""=E20*IF(Skills!$B$16=TRUE,Skills!$F$16,1)*IF(Skills!$B$40=TRUE,Skills!$F$40,1)"", ""stock"": ""=F20*IF(NFTs!$B$36=TRUE,NFTs!$G$36,1)"", ""yield_per_plot"": ""=(1*IF(Skills!$B$18=TRUE,Skills!$F$18,1)*IF(OR(NFTs!$B$38,NFTs!$B$39)=TRUE,NFTs!$G$38,1)*IF(NFTs!$B$84=TRUE,NFTs!$G$84,1)+IF(NFTs!$B$85=TRUE,NFTs!$G$85,0)+IF(NFTs!$B$103=TRUE,NFTs!$G$103,0)+IF(NFTs!$B$48=TRUE,NFTs!$G$48,0)+IF(NFTs!$B$49=TRUE,NFTs!$G$49,0)+IF(Skills!$B$36=TRUE,Skills!$F$36,0)+IF(NFTs!$B$46=TRUE,NFTs!$G$46,0)+IF(Skills!$B$45=TRUE,Skills!$F$45,0)+IF(Skills!$B$46=TRUE,Skills!$G$46,0)+IF(NFTs!$B$70=TRUE,NFTs!$G$70,0)+IF(NFTs!$B$71=TRUE,NFTs!$G$71,0)+IF(NFTs!$B$100=TRUE,NFTs!$G$100,0)+IF(NFTs!$B$90=TRUE,NFTs!$G$90,0)+IF(NFTs!$B$87=TRUE,NFTs!$G$87,0)+IF(NFTs!$B$31=TRUE,NFTs!$G$31,0)+(Buds!F21)+(Buds!O27)+IF(AND(Shrine!$I$30=TRUE,OR(Combo!$Y$32=\""Average Profit per Day\"",Combo!$Y$32=\""Lucro Médio por Dia\"")),Shrine!$O$30,0))*IF(NFTs!$B$86=TRUE,NFTs!$G$86,1)""}"
